DATAFLOW,LAST UPDATE,freq,indic_ag,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,IT,2016,34.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,IT,2017,34,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,IT,2018,32.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,IT,2019,33.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2005,21.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2006,25.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2007,33.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2008,29.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2009,33.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2010,33.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2011,31.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2012,34.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2013,35,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2014,39.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2015,43.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2016,45.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2017,44.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2018,43.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LT,2019,46.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2005,32.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2006,30.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2007,34.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2008,31.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2009,35,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2010,33.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2011,39.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2012,40.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2013,42.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2014,37,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2015,39.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2016,45.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2017,49.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2018,49.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LU,2019,50.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2005,25.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2006,27.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2007,31.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2008,31.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2009,30,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2010,33.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2011,35.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2012,39.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2013,43.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2014,45.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2015,47.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2016,47.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2017,50.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2018,51.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,LV,2019,52.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2005,45.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2006,40.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2007,37.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2008,48.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2009,39.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2010,33.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2011,31.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2012,31.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2013,32.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2014,31.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2015,30.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2016,34.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2017,29.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2018,26.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,MT,2019,28.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2005,26.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2006,28,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2007,27.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2008,35.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2009,34.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2010,33.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2011,34.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2012,40.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2013,45,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2014,45.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2015,49.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2016,52.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2017,54.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2018,51,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,NL,2019,49.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2005,34.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2006,37.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2007,40.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2008,40.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2009,29.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2010,33.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2011,31.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2012,31.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2013,32.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2014,35,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2015,34.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2016,32.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2017,32,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2018,31.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PL,2019,30.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2005,42.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2006,37,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2007,38.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2008,37.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2009,35.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2010,33.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2011,32.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2012,31.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2013,30.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2014,34.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2015,39.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2016,40.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2017,38.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2018,45.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,PT,2019,40.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,RO,2007,47.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,RO,2008,36.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,RO,2009,27.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,RO,2010,33.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,RO,2011,33.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,RO,2012,25.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,RO,2013,37.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,RO,2014,43.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,RO,2015,49.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,RO,2016,53.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,RO,2017,51.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,RO,2018,77.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,RO,2019,72.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2005,35.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2006,36.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2007,36,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2008,31.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2009,30.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2010,33.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2011,34.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2012,41.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2013,41,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2014,39.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2015,34.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2016,34.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2017,32.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2018,28,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SE,2019,33,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2005,32.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2006,35.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2007,36.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2008,35.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2009,37.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2010,33.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2011,34.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2012,34.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2013,32.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2014,31.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2015,29.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2016,31.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2017,30.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2018,30.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SI,2019,31.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2005,28.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2006,33.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2007,43.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2008,55.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2009,37.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2010,33.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2011,48.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2012,53,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2013,57.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2014,61.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2015,56.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2016,60.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2017,57.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2018,56.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,SK,2019,54.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2005,48.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2006,47.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2007,44.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2008,27.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2009,34,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2010,33.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2011,32.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2012,40.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2013,36.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2014,39.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2015,41,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2016,40.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2017,34.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2018,31.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,HIGH_INP,PC_AREA,UK,2019,32.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2005,26,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2006,28.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2007,26.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2008,27.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2009,30.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2010,33.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2011,30.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2012,33.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2013,34,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2014,26.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2015,25.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2016,25.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2017,21.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2018,20.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,AT,2019,23.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2005,33.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2006,36,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2007,32.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2008,37.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2009,34.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2010,33.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2011,33.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2012,36.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2013,43.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2014,50.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2015,60.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2016,59.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2017,63.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2018,63.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BE,2019,62.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BG,2007,50.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BG,2008,38.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BG,2009,31.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BG,2010,33.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BG,2011,29.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BG,2012,20.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BG,2013,15.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BG,2014,11.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BG,2015,11.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BG,2016,10.4,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BG,2017,10.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BG,2018,12.8,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,BG,2019,13.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,CY,2005,33.3,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,CY,2006,33.1,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,CY,2007,41.6,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,CY,2008,34.7,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,CY,2009,22.5,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,CY,2010,32.9,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,CY,2011,32.2,
ESTAT:AEI_PS_INP(1.0),04/10/21 23:00:00,A,LOW_INP,PC_AREA,CY,2012,28.8,
