DATAFLOW,LAST UPDATE,freq,unit,indic_fo,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SI,2016,1245.97,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SI,2017,1243.93,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SI,2018,1241.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SI,2019,1239.86,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SI,2020,1237.83,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SK,1990,1902.48,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SK,2000,1901.41,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SK,2010,1917.91,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SK,2015,1921.75,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SK,2016,1923.37,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SK,2017,1925.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SK,2018,1925.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SK,2019,1925.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,SK,2020,1925.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,UK,1990,2778.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,UK,2000,2954.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,UK,2010,3059.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,UK,2015,3155.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,UK,2016,3159.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,UK,2017,3164.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,UK,2018,3173.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,UK,2019,3182.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,FOR,UK,2020,3190.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,AT,1990,117.67,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,AT,2000,116.71,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,AT,2010,134.21,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,AT,2015,132.23,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,AT,2016,131.84,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,AT,2017,131.44,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,AT,2018,131.04,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,AT,2019,130.64,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,AT,2020,130.24,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BA,1990,500.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BA,2000,685.99,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BA,2010,675.60,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BA,2015,636.64,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BA,2016,637.13,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BA,2017,625.37,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BA,2018,625.37,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BA,2019,625.37,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BA,2020,625.37,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BE,1990,20.70,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BE,2000,27.10,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BE,2010,32.80,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BE,2015,32.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BE,2016,32.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BE,2017,32.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BE,2018,32.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BE,2019,32.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BE,2020,32.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BG,1990,130.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BG,2000,104.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BG,2010,24.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BG,2015,24.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BG,2016,24.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BG,2017,24.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BG,2018,24.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BG,2019,24.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,BG,2020,24.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CH,1990,61.52,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CH,2000,66.16,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CH,2010,70.63,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CH,2015,72.77,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CH,2016,73.20,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CH,2017,73.63,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CH,2018,74.06,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CH,2019,74.49,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CH,2020,74.92,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CZ,1990,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CZ,2000,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CZ,2010,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CZ,2015,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CZ,2016,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CZ,2017,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CZ,2018,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CZ,2019,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,CZ,2020,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DE,1990,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DE,2000,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DE,2010,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DE,2015,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DE,2016,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DE,2017,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DE,2018,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DE,2019,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DE,2020,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DK,1990,136.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DK,2000,136.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DK,2010,46.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DK,2015,44.08,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DK,2016,44.39,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DK,2017,42.53,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DK,2018,40.67,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DK,2019,38.81,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,DK,2020,36.95,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EE,1990,196.23,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EE,2000,153.71,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EE,2010,108.04,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EE,2015,99.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EE,2016,95.94,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EE,2017,94.44,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EE,2018,94.44,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EE,2019,94.44,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EE,2020,94.44,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EL,1990,3210.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EL,2000,2922.88,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EL,2010,2634.72,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EL,2015,2634.72,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EL,2016,2634.72,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EL,2017,2634.72,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EL,2018,2634.72,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EL,2019,2634.72,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,EL,2020,2634.72,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,ES,1990,12079.40,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,ES,2000,10431.42,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,ES,2010,9250.07,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,ES,2015,9403.94,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,ES,2016,9398.59,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,ES,2017,9394.70,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,ES,2018,9390.41,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,ES,2019,9386.12,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,ES,2020,9381.82,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FI,1990,925.90,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FI,2000,823.48,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FI,2010,789.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FI,2015,746.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FI,2016,746.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FI,2017,746.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FI,2018,746.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FI,2019,746.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FI,2020,746.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FR,1990,2038.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FR,2000,1804.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FR,2010,739.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FR,2015,791.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FR,2016,801.40,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FR,2017,811.80,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FR,2018,822.20,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FR,2019,832.60,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,FR,2020,843.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HR,1990,277.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HR,2000,415.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HR,2010,554.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HR,2015,569.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HR,2016,612.53,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HR,2017,609.09,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HR,2018,612.09,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HR,2019,615.09,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HR,2020,618.09,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HU,1990,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HU,2000,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HU,2010,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HU,2015,153.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HU,2016,163.80,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HU,2017,173.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HU,2018,182.10,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HU,2019,191.30,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,HU,2020,200.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IE,1990,49.27,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IE,2000,49.27,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IE,2010,47.68,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IE,2015,58.20,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IE,2016,61.97,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IE,2017,65.74,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IE,2018,65.74,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IE,2019,65.74,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IE,2020,65.74,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IT,1990,1533.33,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IT,2000,1649.78,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IT,2010,1760.62,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IT,2015,1813.24,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IT,2016,1823.76,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IT,2017,1834.28,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IT,2018,1844.80,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IT,2019,1855.32,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,IT,2020,1865.84,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LI,1990,0.50,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LI,2000,0.26,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LI,2010,0.26,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LI,2015,0.26,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LI,2016,0.26,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LI,2017,0.26,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LI,2018,0.26,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LI,2019,0.26,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LI,2020,0.26,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LT,1990,80.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LT,2000,83.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LT,2010,84.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LT,2015,62.10,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LT,2016,58.50,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LT,2017,62.10,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LT,2018,62.10,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LT,2019,62.10,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LT,2020,62.10,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LU,1990,2.80,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LU,2000,2.40,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LU,2010,2.70,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LU,2015,2.70,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LU,2016,2.70,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LU,2017,2.70,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LU,2018,2.70,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LU,2019,2.70,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LU,2020,2.70,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LV,1990,115.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LV,2000,123.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LV,2010,113.80,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LV,2015,110.80,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LV,2016,110.20,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LV,2017,109.60,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LV,2018,109.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LV,2019,108.40,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,LV,2020,107.80,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,MT,1990,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,MT,2000,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,MT,2010,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,MT,2015,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,MT,2016,0.07,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,MT,2017,0.07,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,MT,2018,0.07,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,MT,2019,0.07,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,MT,2020,0.07,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NL,1990,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NL,2000,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NL,2010,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NL,2015,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NL,2016,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NL,2017,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NL,2018,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NL,2019,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NL,2020,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NO,1990,1868.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NO,2000,1869.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NO,2010,1941.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NO,2015,2043.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NO,2016,2063.40,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NO,2017,2083.80,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NO,2018,2104.20,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NO,2019,2124.60,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,NO,2020,2145.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PL,1990,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PL,2000,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PL,2010,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PL,2015,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PL,2016,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PL,2017,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PL,2018,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PL,2019,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PL,2020,0.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PT,1990,1086.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PT,2000,987.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PT,2010,1501.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PT,2015,1543.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PT,2016,1543.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PT,2017,1543.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PT,2018,1543.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PT,2019,1543.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,PT,2020,1543.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,RO,1990,314.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,RO,2000,234.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,RO,2010,404.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,RO,2015,93.59,
